entity_id,acn,abn,entity_kind,created_at,arbn
4137,645474166,,company,2026-08-18 03:38:17.304061+00,
4138,143005341,,company,2026-08-18 03:38:17.304061+00,
4139,066383971,,company,2026-08-18 03:38:17.304061+00,
4140,112731638,,company,2026-08-18 03:38:17.304061+00,
4141,006045790,,company,2026-08-18 03:38:17.304061+00,
4142,126990832,,company,2026-08-18 03:38:17.304061+00,
4143,089644119,,company,2026-08-18 03:38:17.304061+00,
4144,140706618,,company,2026-08-18 03:38:17.304061+00,
4145,002700361,,company,2026-08-18 03:38:17.304061+00,
4146,672407171,,company,2026-08-18 03:38:17.304061+00,
4147,002688851,,company,2026-08-18 03:38:17.304061+00,
4148,635842143,,company,2026-08-18 03:38:17.304061+00,
4149,120069089,,company,2026-08-18 03:38:17.304061+00,
4150,106248248,,company,2026-08-18 03:38:17.304061+00,
4151,009259081,,company,2026-08-18 03:38:17.304061+00,
4152,101155220,,company,2026-08-18 03:38:17.304061+00,
4153,117372540,,company,2026-08-18 03:38:17.304061+00,
4154,146287809,,company,2026-08-18 03:38:17.304061+00,
4155,102912783,,company,2026-08-18 03:38:17.304061+00,
4156,004240313,,company,2026-08-18 03:38:17.304061+00,
4157,609094653,,company,2026-08-18 03:38:17.304061+00,
4158,622728189,,company,2026-08-18 03:38:17.304061+00,
4159,116931250,,company,2026-08-18 03:38:17.304061+00,
4160,008670102,,company,2026-08-18 03:38:17.304061+00,
4161,118912495,,company,2026-08-18 03:38:17.304061+00,
4162,002678640,,company,2026-08-18 03:38:17.304061+00,
4163,104037372,,company,2026-08-18 03:38:17.304061+00,
4164,119749647,,company,2026-08-18 03:38:17.304061+00,
4165,006340567,,company,2026-08-18 03:38:17.304061+00,
4166,112898825,,company,2026-08-18 03:38:17.304061+00,
4167,112866869,,company,2026-08-18 03:38:17.304061+00,
4168,649276808,,company,2026-08-18 03:38:17.304061+00,
4169,147324847,,company,2026-08-18 03:38:17.304061+00,
4170,614347269,,company,2026-08-18 03:38:17.304061+00,
4171,648476699,,company,2026-08-18 03:38:17.304061+00,
4172,129249243,,company,2026-08-18 03:38:17.304061+00,
4173,643302032,,company,2026-08-18 03:38:17.304061+00,
4174,649177677,,company,2026-08-18 03:38:17.304061+00,
4175,009575035,,company,2026-08-18 03:38:17.304061+00,
4176,000969362,,company,2026-08-18 03:38:17.304061+00,
4177,091908726,,company,2026-08-18 03:38:17.304061+00,
4178,638111127,,company,2026-08-18 03:38:17.304061+00,
4179,614756642,,company,2026-08-18 03:38:17.304061+00,
4180,658510242,,company,2026-08-18 03:38:17.304061+00,
4181,009799553,,company,2026-08-18 03:38:17.304061+00,
4182,003184932,,company,2026-08-18 03:38:17.304061+00,
4183,002802646,,company,2026-08-18 03:38:17.304061+00,
4184,052354837,,company,2026-08-18 03:38:17.304061+00,
4185,,,other,2026-08-18 03:38:17.304061+00,
4186,006862693,,company,2026-08-18 03:38:17.304061+00,
4187,159084107,,company,2026-08-18 03:38:17.304061+00,
4188,107244039,,company,2026-08-18 03:38:17.304061+00,
4189,664007621,,company,2026-08-18 03:38:17.304061+00,
4190,617947172,,company,2026-08-18 03:38:17.304061+00,
4191,151996566,,company,2026-08-18 03:38:17.304061+00,
4192,010489326,,company,2026-08-18 03:38:17.304061+00,
4193,,,other,2026-08-18 03:38:17.304061+00,
4194,004080264,,company,2026-08-18 03:38:17.304061+00,
4195,,,foreign,2026-08-18 03:38:17.304061+00,645163873
4196,003872848,,company,2026-08-18 03:38:17.304061+00,
4197,,,foreign,2026-08-18 03:38:17.304061+00,689370894
4198,119031864,,company,2026-08-18 03:38:17.304061+00,
4199,608915859,,company,2026-08-18 03:38:17.304061+00,
4200,641743348,,company,2026-08-18 03:38:17.304061+00,
4201,061267061,,company,2026-08-18 03:38:17.304061+00,
4202,603018131,,company,2026-08-18 03:38:17.304061+00,
4203,680419345,,company,2026-08-18 03:38:17.304061+00,
4204,010545267,,company,2026-08-18 03:38:17.304061+00,
4205,119904880,,company,2026-08-18 03:38:17.304061+00,
4206,149105653,,company,2026-08-18 03:38:17.304061+00,
4207,125264575,,company,2026-08-18 03:38:17.304061+00,
4208,089145424,,company,2026-08-18 03:38:17.304061+00,
4209,169944334,,company,2026-08-18 03:38:17.304061+00,
4210,640432819,,company,2026-08-18 03:38:17.304061+00,
4211,141614075,,company,2026-08-18 03:38:17.304061+00,
4212,129742409,,company,2026-08-18 03:38:17.304061+00,
4213,122180205,,company,2026-08-18 03:38:17.304061+00,
4214,612182368,,company,2026-08-18 03:38:17.304061+00,
4215,001285230,,company,2026-08-18 03:38:17.304061+00,
4216,,,other,2026-08-18 03:38:17.304061+00,
4217,,,other,2026-08-18 03:38:17.304061+00,
4218,620888548,,company,2026-08-18 03:38:17.304061+00,
4219,,,other,2026-08-18 03:38:17.304061+00,
4220,006391948,,company,2026-08-18 03:38:17.304061+00,
4221,659154480,,company,2026-08-18 03:38:17.304061+00,
4222,119711929,,company,2026-08-18 03:38:17.304061+00,
4223,124782038,,company,2026-08-18 03:38:17.304061+00,
4224,137363636,,company,2026-08-18 03:38:17.304061+00,
4225,,,foreign,2026-08-18 03:38:17.304061+00,166840973
4226,,,foreign,2026-08-18 03:38:17.304061+00,654147127
4227,,,foreign,2026-08-18 03:38:17.304061+00,003064962
4228,050542553,,company,2026-08-18 03:38:17.304061+00,
4229,167689821,,company,2026-08-18 03:38:17.304061+00,
4230,009805298,,company,2026-08-18 03:38:17.304061+00,
4231,009120405,,company,2026-08-18 03:38:17.304061+00,
4232,109200900,,company,2026-08-18 03:38:17.304061+00,
4233,108962152,,company,2026-08-18 03:38:17.304061+00,
4234,159767843,,company,2026-08-18 03:38:17.304061+00,
4235,149637016,,company,2026-08-18 03:38:17.304061+00,
4236,126678037,,company,2026-08-18 03:38:17.304061+00,
4237,111005282,,company,2026-08-18 03:38:17.304061+00,
4238,656722397,,company,2026-08-18 03:38:17.304061+00,
4239,692331838,,company,2026-08-18 03:38:17.304061+00,
4240,091524515,,company,2026-08-18 03:38:17.304061+00,
4241,097241159,,company,2026-08-18 03:38:17.304061+00,
4242,000013427,,company,2026-08-18 03:38:17.304061+00,
4243,117330757,,company,2026-08-18 03:38:17.304061+00,
4244,002679469,,company,2026-08-18 03:38:17.304061+00,
4245,112188815,,company,2026-08-18 03:38:17.304061+00,
4246,142901353,,company,2026-08-18 03:38:17.304061+00,
4247,001666600,,company,2026-08-18 03:38:17.304061+00,
4248,004336636,,company,2026-08-18 03:38:17.304061+00,
4249,616435753,,company,2026-08-18 03:38:17.304061+00,
4250,138468756,,company,2026-08-18 03:38:17.304061+00,
4251,091951978,,company,2026-08-18 03:38:17.304061+00,
4252,621541204,,company,2026-08-18 03:38:17.304061+00,
4253,,,foreign,2026-08-18 03:38:17.304061+00,625522250
4254,650503325,,company,2026-08-18 03:38:17.304061+00,
4255,004401496,,company,2026-08-18 03:38:17.304061+00,
4256,119978013,,company,2026-08-18 03:38:17.304061+00,
4257,625085734,,company,2026-08-18 03:38:17.304061+00,
4258,111306533,,company,2026-08-18 03:38:17.304061+00,
4259,154618989,,company,2026-08-18 03:38:17.304061+00,
4260,104757904,,company,2026-08-18 03:38:17.304061+00,
4261,,,foreign,2026-08-18 03:38:17.304061+00,627968567
4262,006024764,,company,2026-08-18 03:38:17.304061+00,
4263,009795046,,company,2026-08-18 03:38:17.304061+00,
4264,142411390,,company,2026-08-18 03:38:17.304061+00,
4265,127291927,,company,2026-08-18 03:38:17.304061+00,
4266,620388230,,company,2026-08-18 03:38:17.304061+00,
4267,,,foreign,2026-08-18 03:38:17.304061+00,672254027
4268,163765991,,company,2026-08-18 03:38:17.304061+00,
4269,109815796,,company,2026-08-18 03:38:17.304061+00,
4270,123567073,,company,2026-08-18 03:38:17.304061+00,
4271,087595980,,company,2026-08-18 03:38:17.304061+00,
4272,076583018,,company,2026-08-18 03:38:17.304061+00,
4273,092708364,,company,2026-08-18 03:38:17.304061+00,
4274,616831684,,company,2026-08-18 03:38:17.304061+00,
4275,142366541,,company,2026-08-18 03:38:17.304061+00,
4276,614508039,,company,2026-08-18 03:38:17.304061+00,
4277,645144314,,company,2026-08-18 03:38:17.304061+00,
4278,098952277,,company,2026-08-18 03:38:17.304061+00,
4279,115009106,,company,2026-08-18 03:38:17.304061+00,
4280,607797615,,company,2026-08-18 03:38:17.304061+00,
4281,108398983,,company,2026-08-18 03:38:17.304061+00,
4282,009188694,,company,2026-08-18 03:38:17.304061+00,
4283,008550865,,company,2026-08-18 03:38:17.304061+00,
4284,,,foreign,2026-08-18 03:38:17.304061+00,643840519
4285,602043265,,company,2026-08-18 03:38:17.304061+00,
4286,079681244,,company,2026-08-18 03:38:17.304061+00,
4287,092471513,,company,2026-08-18 03:38:17.304061+00,
4288,,,foreign,2026-08-18 03:38:17.304061+00,156640532
4289,151155207,,company,2026-08-18 03:38:17.304061+00,
4290,118463004,,company,2026-08-18 03:38:17.304061+00,
4291,141450624,,company,2026-08-18 03:38:17.304061+00,
4292,648703548,,company,2026-08-18 03:38:17.304061+00,
4293,620278800,,company,2026-08-18 03:38:17.304061+00,
4294,106523611,,company,2026-08-18 03:38:17.304061+00,
4295,610168191,,company,2026-08-18 03:38:17.304061+00,
4296,084669036,,company,2026-08-18 03:38:17.304061+00,
4297,667611752,,company,2026-08-18 03:38:17.304061+00,
4298,009144503,,company,2026-08-18 03:38:17.304061+00,
4299,000005103,,company,2026-08-18 03:38:17.304061+00,
4300,010550357,,company,2026-08-18 03:38:17.304061+00,
4301,009124994,,company,2026-08-18 03:38:17.304061+00,
4302,621479794,,company,2026-08-18 03:38:17.304061+00,
4303,167320470,,company,2026-08-18 03:38:17.304061+00,
4304,108230995,,company,2026-08-18 03:38:17.304061+00,
4305,120658497,,company,2026-08-18 03:38:17.304061+00,
4306,007702927,,company,2026-08-18 03:38:17.304061+00,
4307,000364465,,company,2026-08-18 03:38:17.304061+00,
4308,608363604,,company,2026-08-18 03:38:17.304061+00,
4309,651893097,,company,2026-08-18 03:38:17.304061+00,
4310,009117293,,company,2026-08-18 03:38:17.304061+00,
4311,000332918,,company,2026-08-18 03:38:17.304061+00,
4312,090000276,,company,2026-08-18 03:38:17.304061+00,
4313,,,other,2026-08-18 03:38:17.304061+00,
4314,059950337,,company,2026-08-18 03:38:17.304061+00,
4315,,,other,2026-08-18 03:38:17.304061+00,
4316,144733595,,company,2026-08-18 03:38:17.304061+00,
4317,698452229,,company,2026-08-18 03:38:17.304061+00,
4318,656811719,,company,2026-08-18 03:38:17.304061+00,
4319,609183959,,company,2026-08-18 03:38:17.304061+00,
4320,639887219,,company,2026-08-18 03:38:17.304061+00,
4321,137387350,,company,2026-08-18 03:38:17.304061+00,
4322,125323622,,company,2026-08-18 03:38:17.304061+00,
4323,004080460,,company,2026-08-18 03:38:17.304061+00,
4324,,,other,2026-08-18 03:38:17.304061+00,
4325,110336733,,company,2026-08-18 03:38:17.304061+00,
4326,644122216,,company,2026-08-18 03:38:17.304061+00,
4327,606110838,,company,2026-08-18 03:38:17.304061+00,
4328,074969056,,company,2026-08-18 03:38:17.304061+00,
4329,007870760,,company,2026-08-18 03:38:17.304061+00,
4330,063935553,,company,2026-08-18 03:38:17.304061+00,
4331,139522553,,company,2026-08-18 03:38:17.304061+00,
4332,091608025,,company,2026-08-18 03:38:17.304061+00,
4333,602423610,,company,2026-08-18 03:38:17.304061+00,
4334,009121644,,company,2026-08-18 03:38:17.304061+00,
4335,009081770,,company,2026-08-18 03:38:17.304061+00,
4336,127734196,,company,2026-08-18 03:38:17.304061+00,
4337,,,foreign,2026-08-18 03:38:17.304061+00,639599554
4338,141959042,,company,2026-08-18 03:38:17.304061+00,
4339,003377188,,company,2026-08-18 03:38:17.304061+00,
4340,159858509,,company,2026-08-18 03:38:17.304061+00,
4341,124734961,,company,2026-08-18 03:38:17.304061+00,
4342,002594872,,company,2026-08-18 03:38:17.304061+00,
4343,005470799,,company,2026-08-18 03:38:17.304061+00,
4344,160818986,,company,2026-08-18 03:38:17.304061+00,
4345,107371497,,company,2026-08-18 03:38:17.304061+00,
4346,057335672,,company,2026-08-18 03:38:17.304061+00,
4347,621685701,,company,2026-08-18 03:38:17.304061+00,
4348,106760418,,company,2026-08-18 03:38:17.304061+00,
4349,637156275,,company,2026-08-18 03:38:17.304061+00,
4350,615414849,,company,2026-08-18 03:38:17.304061+00,
4351,,,foreign,2026-08-18 03:38:17.304061+00,098026281
4352,131557901,,company,2026-08-18 03:38:17.304061+00,
4353,610035535,,company,2026-08-18 03:38:17.304061+00,
4354,157765896,,company,2026-08-18 03:38:17.304061+00,
4355,009113473,,company,2026-08-18 03:38:17.304061+00,
4356,080590030,,company,2026-08-18 03:38:17.304061+00,
4357,647899698,,company,2026-08-18 03:38:17.304061+00,
4358,,,foreign,2026-08-18 03:38:17.304061+00,664944147
4359,143777397,,company,2026-08-18 03:38:17.304061+00,
4360,093855791,,company,2026-08-18 03:38:17.304061+00,
4361,080135913,,company,2026-08-18 03:38:17.304061+00,
4362,627145260,,company,2026-08-18 03:38:17.304061+00,
4363,665528307,,company,2026-08-18 03:38:17.304061+00,
4364,095684389,,company,2026-08-18 03:38:17.304061+00,
4365,009205261,,company,2026-08-18 03:38:17.304061+00,
4366,645790281,,company,2026-08-18 03:38:17.304061+00,
4367,075760655,,company,2026-08-18 03:38:17.304061+00,
4368,141804104,,company,2026-08-18 03:38:17.304061+00,
4369,010472858,,company,2026-08-18 03:38:17.304061+00,
4370,645022233,,company,2026-08-18 03:38:17.304061+00,
4371,004681734,,company,2026-08-18 03:38:17.304061+00,
4372,614538402,,company,2026-08-18 03:38:17.304061+00,
4373,002261565,,company,2026-08-18 03:38:17.304061+00,
4374,104114132,,company,2026-08-18 03:38:17.304061+00,
4375,082263778,,company,2026-08-18 03:38:17.304061+00,
4376,617322488,,company,2026-08-18 03:38:17.304061+00,
4377,114400609,,company,2026-08-18 03:38:17.304061+00,
4378,117387354,,company,2026-08-18 03:38:17.304061+00,
4379,124752745,,company,2026-08-18 03:38:17.304061+00,
4380,611695955,,company,2026-08-18 03:38:17.304061+00,
4381,605542229,,company,2026-08-18 03:38:17.304061+00,
4382,,,other,2026-08-18 03:38:17.304061+00,
4383,118788846,,company,2026-08-18 03:38:17.304061+00,
4384,063075178,,company,2026-08-18 03:38:17.304061+00,
4385,,,other,2026-08-18 03:38:17.304061+00,
4386,087334370,,company,2026-08-18 03:38:17.304061+00,
4387,166479189,,company,2026-08-18 03:38:17.304061+00,
4388,655868803,,company,2026-08-18 03:38:17.304061+00,
4389,660374649,,company,2026-08-18 03:38:17.304061+00,
4390,054570777,,company,2026-08-18 03:38:17.304061+00,
4391,123828553,,company,2026-08-18 03:38:17.304061+00,
4392,141425292,,company,2026-08-18 03:38:17.304061+00,
4393,114787469,,company,2026-08-18 03:38:17.304061+00,
4394,109047618,,company,2026-08-18 03:38:17.304061+00,
4395,603812997,,company,2026-08-18 03:38:17.304061+00,
4396,008740672,,company,2026-08-18 03:38:17.304061+00,
4397,073653175,,company,2026-08-18 03:38:17.304061+00,
4398,668338618,,company,2026-08-18 03:38:17.304061+00,
4399,169640144,,company,2026-08-18 03:38:17.304061+00,
4400,,,foreign,2026-08-18 03:38:17.304061+00,652693877
4401,647468899,,company,2026-08-18 03:38:17.304061+00,
4402,129158550,,company,2026-08-18 03:38:17.304061+00,
4403,626093150,,company,2026-08-18 03:38:17.304061+00,
4404,007066033,,company,2026-08-18 03:38:17.304061+00,
4405,116632958,,company,2026-08-18 03:38:17.304061+00,
4406,,,other,2026-08-18 03:38:17.304061+00,
4407,091377892,,company,2026-08-18 03:38:17.304061+00,
4408,064957419,,company,2026-08-18 03:38:17.304061+00,
4409,149349646,,company,2026-08-18 03:38:17.304061+00,
4410,063975431,,company,2026-08-18 03:38:17.304061+00,
4411,124772041,,company,2026-08-18 03:38:17.304061+00,
4412,,,other,2026-08-18 03:38:17.304061+00,
4413,008402391,,company,2026-08-18 03:38:17.304061+00,
4414,115845942,,company,2026-08-18 03:38:17.304061+00,
4415,057186035,,company,2026-08-18 03:38:17.304061+00,
4416,,,foreign,2026-08-18 03:38:17.304061+00,149509599
4417,121542738,,company,2026-08-18 03:38:17.304061+00,
4418,000002111,,company,2026-08-18 03:38:17.304061+00,
4419,620283561,,company,2026-08-18 03:38:17.304061+00,
4420,000010471,,company,2026-08-18 03:38:17.304061+00,
4421,124093901,,company,2026-08-18 03:38:17.304061+00,
4422,003208393,,company,2026-08-18 03:38:17.304061+00,
4423,,,other,2026-08-18 03:38:17.304061+00,
4424,,,foreign,2026-08-18 03:38:17.304061+00,651066330
4425,670840301,,company,2026-08-18 03:38:17.304061+00,
4426,648958561,,company,2026-08-18 03:38:17.304061+00,
4427,633779950,,company,2026-08-18 03:38:17.304061+00,
4428,009132405,,company,2026-08-18 03:38:17.304061+00,
4429,693778853,,company,2026-08-18 03:38:17.304061+00,
4430,000743555,,company,2026-08-18 03:38:17.304061+00,
4431,008677852,,company,2026-08-18 03:38:17.304061+00,
4432,621105995,,company,2026-08-18 03:38:17.304061+00,
4433,148168825,,company,2026-08-18 03:38:17.304061+00,
4434,095913205,,company,2026-08-18 03:38:17.304061+00,
4435,648657649,,company,2026-08-18 03:38:17.304061+00,
4436,140316463,,company,2026-08-18 03:38:17.304061+00,
4437,123631470,,company,2026-08-18 03:38:17.304061+00,
4438,009212328,,company,2026-08-18 03:38:17.304061+00,
4439,125688940,,company,2026-08-18 03:38:17.304061+00,
4440,,,foreign,2026-08-18 03:38:17.304061+00,169195751
4441,606841801,,company,2026-08-18 03:38:17.304061+00,
4442,007547480,,company,2026-08-18 03:38:17.304061+00,
4443,611717036,,company,2026-08-18 03:38:17.304061+00,
4444,168653521,,company,2026-08-18 03:38:17.304061+00,
4445,109933995,,company,2026-08-18 03:38:17.304061+00,
4446,,,other,2026-08-18 03:38:17.304061+00,
4447,102622051,,company,2026-08-18 03:38:17.304061+00,
4448,125554743,,company,2026-08-18 03:38:17.304061+00,
4449,000689725,,company,2026-08-18 03:38:17.304061+00,
4450,079432796,,company,2026-08-18 03:38:17.304061+00,
4451,645531219,,company,2026-08-18 03:38:17.304061+00,
4452,141128841,,company,2026-08-18 03:38:17.304061+00,
4453,122911399,,company,2026-08-18 03:38:17.304061+00,
4454,077435520,,company,2026-08-18 03:38:17.304061+00,
4455,009157439,,company,2026-08-18 03:38:17.304061+00,
4456,660009165,,company,2026-08-18 03:38:17.304061+00,
4457,130955725,,company,2026-08-18 03:38:17.304061+00,
4458,103629107,,company,2026-08-18 03:38:17.304061+00,
4459,094515992,,company,2026-08-18 03:38:17.304061+00,
4460,,,other,2026-08-18 03:38:17.304061+00,
4461,,,other,2026-08-18 03:38:17.304061+00,
4462,143932110,,company,2026-08-18 03:38:17.304061+00,
4463,153918257,,company,2026-08-18 03:38:17.304061+00,
4464,607921246,,company,2026-08-18 03:38:17.304061+00,
4465,,,foreign,2026-08-18 03:38:17.304061+00,627849576
4466,004297116,,company,2026-08-18 03:38:17.304061+00,
4467,095117981,,company,2026-08-18 03:38:17.304061+00,
4468,609543213,,company,2026-08-18 03:38:17.304061+00,
4469,062067878,,company,2026-08-18 03:38:17.304061+00,
4470,154890730,,company,2026-08-18 03:38:17.304061+00,
4471,091214998,,company,2026-08-18 03:38:17.304061+00,
4472,064530516,,company,2026-08-18 03:38:17.304061+00,
4473,009138738,,company,2026-08-18 03:38:17.304061+00,
4474,628753220,,company,2026-08-18 03:38:17.304061+00,
4475,138990593,,company,2026-08-18 03:38:17.304061+00,
4476,626295314,,company,2026-08-18 03:38:17.304061+00,
4477,650439580,,company,2026-08-18 03:38:17.304061+00,
4478,642994214,,company,2026-08-18 03:38:17.304061+00,
4479,095092158,,company,2026-08-18 03:38:17.304061+00,
4480,,,foreign,2026-08-18 03:38:17.304061+00,645036595
4481,123133166,,company,2026-08-18 03:38:17.304061+00,
4482,620385677,,company,2026-08-18 03:38:17.304061+00,
4483,644430839,,company,2026-08-18 03:38:17.304061+00,
4484,118065704,,company,2026-08-18 03:38:17.304061+00,
4485,648991039,,company,2026-08-18 03:38:17.304061+00,
4486,614175923,,company,2026-08-18 03:38:17.304061+00,
4487,090996455,,company,2026-08-18 03:38:17.304061+00,
4488,085545973,,company,2026-08-18 03:38:17.304061+00,
4489,657249995,,company,2026-08-18 03:38:17.304061+00,
4490,124891685,,company,2026-08-18 03:38:17.304061+00,
4491,122574583,,company,2026-08-18 03:38:17.304061+00,
4492,003237545,,company,2026-08-18 03:38:17.304061+00,
4493,647831883,,company,2026-08-18 03:38:17.304061+00,
4494,165079201,,company,2026-08-18 03:38:17.304061+00,
4495,079319314,,company,2026-08-18 03:38:17.304061+00,
4496,060369048,,company,2026-08-18 03:38:17.304061+00,
4497,116829675,,company,2026-08-18 03:38:17.304061+00,
4498,009799455,,company,2026-08-18 03:38:17.304061+00,
4499,144044600,,company,2026-08-18 03:38:17.304061+00,
4500,656098583,,company,2026-08-18 03:38:17.304061+00,
4501,090739923,,company,2026-08-18 03:38:17.304061+00,
4502,010653862,,company,2026-08-18 03:38:17.304061+00,
4503,008108227,,company,2026-08-18 03:38:17.304061+00,
4504,095047920,,company,2026-08-18 03:38:17.304061+00,
4505,616305027,,company,2026-08-18 03:38:17.304061+00,
4506,140449725,,company,2026-08-18 03:38:17.304061+00,
4507,639626949,,company,2026-08-18 03:38:17.304061+00,
4508,622484397,,company,2026-08-18 03:38:17.304061+00,
4509,074009091,,company,2026-08-18 03:38:17.304061+00,
4510,603107044,,company,2026-08-18 03:38:17.304061+00,
4511,009129560,,company,2026-08-18 03:38:17.304061+00,
4512,006522970,,company,2026-08-18 03:38:17.304061+00,
4513,130832816,,company,2026-08-18 03:38:17.304061+00,
4514,117676463,,company,2026-08-18 03:38:17.304061+00,
4515,009089696,,company,2026-08-18 03:38:17.304061+00,
4516,096870978,,company,2026-08-18 03:38:17.304061+00,
4517,668228742,,company,2026-08-18 03:38:17.304061+00,
4518,,,foreign,2026-08-18 03:38:17.304061+00,144728307
4519,624579326,,company,2026-08-18 03:38:17.304061+00,
4520,606252644,,company,2026-08-18 03:38:17.304061+00,
4521,002724334,,company,2026-08-18 03:38:17.304061+00,
4522,092786304,,company,2026-08-18 03:38:17.304061+00,
4523,009070384,,company,2026-08-18 03:38:17.304061+00,
4524,,,foreign,2026-08-18 03:38:17.304061+00,615503145
4525,641183842,,company,2026-08-18 03:38:17.304061+00,
4526,649345308,,company,2026-08-18 03:38:17.304061+00,
4527,008675018,,company,2026-08-18 03:38:17.304061+00,
4528,063977579,,company,2026-08-18 03:38:17.304061+00,
4529,060774227,,company,2026-08-18 03:38:17.304061+00,
4530,063114045,,company,2026-08-18 03:38:17.304061+00,
4531,008947813,,company,2026-08-18 03:38:17.304061+00,
4532,096687839,,company,2026-08-18 03:38:17.304061+00,
4533,609482180,,company,2026-08-18 03:38:17.304061+00,
4534,009237889,,company,2026-08-18 03:38:17.304061+00,
4535,,,foreign,2026-08-18 03:38:17.304061+00,633106019
4536,009179551,,company,2026-08-18 03:38:17.304061+00,
4537,,,other,2026-08-18 03:38:17.304061+00,
4538,648183297,,company,2026-08-18 03:38:17.304061+00,
4539,147413956,,company,2026-08-18 03:38:17.304061+00,
4540,162709506,,company,2026-08-18 03:38:17.304061+00,
4541,098564606,,company,2026-08-18 03:38:17.304061+00,
4542,111772359,,company,2026-08-18 03:38:17.304061+00,
4543,102747133,,company,2026-08-18 03:38:17.304061+00,
4544,107424519,,company,2026-08-18 03:38:17.304061+00,
4545,149796332,,company,2026-08-18 03:38:17.304061+00,
4546,000144561,,company,2026-08-18 03:38:17.304061+00,
4547,089705144,,company,2026-08-18 03:38:17.304061+00,
4548,111178351,,company,2026-08-18 03:38:17.304061+00,
4549,169015838,,company,2026-08-18 03:38:17.304061+00,
4550,119062261,,company,2026-08-18 03:38:17.304061+00,
4551,618935372,,company,2026-08-18 03:38:17.304061+00,
4552,128698108,,company,2026-08-18 03:38:17.304061+00,
4553,060313359,,company,2026-08-18 03:38:17.304061+00,
4554,003588449,,company,2026-08-18 03:38:17.304061+00,
4555,613927361,,company,2026-08-18 03:38:17.304061+00,
4556,648219050,,company,2026-08-18 03:38:17.304061+00,
4557,089224402,,company,2026-08-18 03:38:17.304061+00,
4558,101955088,,company,2026-08-18 03:38:17.304061+00,
4559,115338979,,company,2026-08-18 03:38:17.304061+00,
4560,094730417,,company,2026-08-18 03:38:17.304061+00,
4561,150956773,,company,2026-08-18 03:38:17.304061+00,
4562,632145334,,company,2026-08-18 03:38:17.304061+00,
4563,083646477,,company,2026-08-18 03:38:17.304061+00,
4564,126398294,,company,2026-08-18 03:38:17.304061+00,
4565,091302975,,company,2026-08-18 03:38:17.304061+00,
4566,122826242,,company,2026-08-18 03:38:17.304061+00,
4567,151900855,,company,2026-08-18 03:38:17.304061+00,
4568,155285528,,company,2026-08-18 03:38:17.304061+00,
4569,093220136,,company,2026-08-18 03:38:17.304061+00,
4570,088257729,,company,2026-08-18 03:38:17.304061+00,
4571,612862727,,company,2026-08-18 03:38:17.304061+00,
4572,062879583,,company,2026-08-18 03:38:17.304061+00,
4573,,,other,2026-08-18 03:38:17.304061+00,
4574,009189128,,company,2026-08-18 03:38:17.304061+00,
4575,064121133,,company,2026-08-18 03:38:17.304061+00,
4576,105991740,,company,2026-08-18 03:38:17.304061+00,
4577,645778892,,company,2026-08-18 03:38:17.304061+00,
4578,095006090,,company,2026-08-18 03:38:17.304061+00,
4579,084918481,,company,2026-08-18 03:38:17.304061+00,
4580,009116269,,company,2026-08-18 03:38:17.304061+00,
4581,645666164,,company,2026-08-18 03:38:17.304061+00,
4582,,,other,2026-08-18 03:38:17.304061+00,
4583,688022139,,company,2026-08-18 03:38:17.304061+00,
4584,107001338,,company,2026-08-18 03:38:17.304061+00,
4585,116054301,,company,2026-08-18 03:38:17.304061+00,
4586,635910271,,company,2026-08-18 03:38:17.304061+00,
4587,088267190,,company,2026-08-18 03:38:17.304061+00,
4588,,,foreign,2026-08-18 03:38:17.304061+00,645457763
4589,000837472,,company,2026-08-18 03:38:17.304061+00,
4590,120580618,,company,2026-08-18 03:38:17.304061+00,
4591,629675216,,company,2026-08-18 03:38:17.304061+00,
4592,082658080,,company,2026-08-18 03:38:17.304061+00,
4593,612447293,,company,2026-08-18 03:38:17.304061+00,
4594,,,other,2026-08-18 03:38:17.304061+00,
4595,,,other,2026-08-18 03:38:17.304061+00,
4596,141647529,,company,2026-08-18 03:38:17.304061+00,
4597,647322790,,company,2026-08-18 03:38:17.304061+00,
4598,,,foreign,2026-08-18 03:38:17.304061+00,077559525
4599,109078257,,company,2026-08-18 03:38:17.304061+00,
4600,095009742,,company,2026-08-18 03:38:17.304061+00,
4601,653279371,,company,2026-08-18 03:38:17.304061+00,
4602,,,foreign,2026-08-18 03:38:17.304061+00,139836918
4603,003415889,,company,2026-08-18 03:38:17.304061+00,
4604,619137576,,company,2026-08-18 03:38:17.304061+00,
4605,647904014,,company,2026-08-18 03:38:17.304061+00,
4606,619314055,,company,2026-08-18 03:38:17.304061+00,
4607,604777862,,company,2026-08-18 03:38:17.304061+00,
4608,619538671,,company,2026-08-18 03:38:17.304061+00,
4609,650210067,,company,2026-08-18 03:38:17.304061+00,
4610,007698106,,company,2026-08-18 03:38:17.304061+00,
4611,,,foreign,2026-08-18 03:38:17.304061+00,621843614
4612,124908363,,company,2026-08-18 03:38:17.304061+00,
4613,000090997,,company,2026-08-18 03:38:17.304061+00,
4614,112389910,,company,2026-08-18 03:38:17.304061+00,
4615,100714181,,company,2026-08-18 03:38:17.304061+00,
4616,007561837,,company,2026-08-18 03:38:17.304061+00,
4617,,,foreign,2026-08-18 03:38:17.304061+00,606168594
4618,009148529,,company,2026-08-18 03:38:17.304061+00,
