entity_id,acn,abn,entity_kind,created_at,arbn
4091,610855064,,company,2026-08-18 03:38:17.304061+00,
4092,112893491,,company,2026-08-18 03:38:17.304061+00,
4093,,,other,2026-08-18 03:38:17.304061+00,
4094,119057457,,company,2026-08-18 03:38:17.304061+00,
4095,647935948,,company,2026-08-18 03:38:17.304061+00,
4096,,,foreign,2026-08-18 03:38:17.304061+00,152485848
4097,614466607,,company,2026-08-18 03:38:17.304061+00,
4098,625763957,,company,2026-08-18 03:38:17.304061+00,
4099,,,other,2026-08-18 03:38:17.304061+00,
4100,100854788,,company,2026-08-18 03:38:17.304061+00,
4101,002618073,,company,2026-08-18 03:38:17.304061+00,
4102,106092577,,company,2026-08-18 03:38:17.304061+00,
4103,004089936,,company,2026-08-18 03:38:17.304061+00,
4104,635371363,,company,2026-08-18 03:38:17.304061+00,
4105,655717169,,company,2026-08-18 03:38:17.304061+00,
4106,126490855,,company,2026-08-18 03:38:17.304061+00,
4107,145951622,,company,2026-08-18 03:38:17.304061+00,
4108,647594956,,company,2026-08-18 03:38:17.304061+00,
4109,641813587,,company,2026-08-18 03:38:17.304061+00,
4110,627735531,,company,2026-08-18 03:38:17.304061+00,
4111,005485825,,company,2026-08-18 03:38:17.304061+00,
4112,071397487,,company,2026-08-18 03:38:17.304061+00,
4113,,,other,2026-08-18 03:38:17.304061+00,
4114,,,other,2026-08-18 03:38:17.304061+00,
4115,113252234,,company,2026-08-18 03:38:17.304061+00,
4116,153144211,,company,2026-08-18 03:38:17.304061+00,
4117,009118861,,company,2026-08-18 03:38:17.304061+00,
4118,122976818,,company,2026-08-18 03:38:17.304061+00,
4119,,,foreign,2026-08-18 03:38:17.304061+00,656246678
4120,119678385,,company,2026-08-18 03:38:17.304061+00,
4121,,,foreign,2026-08-18 03:38:17.304061+00,628199468
4122,145184667,,company,2026-08-18 03:38:17.304061+00,
4123,624970725,,company,2026-08-18 03:38:17.304061+00,
4124,,,foreign,2026-08-18 03:38:17.304061+00,673751490
4125,051588348,,company,2026-08-18 03:38:17.304061+00,
4126,124314085,,company,2026-08-18 03:38:17.304061+00,
4127,150214636,,company,2026-08-18 03:38:17.304061+00,
4128,009213754,,company,2026-08-18 03:38:17.304061+00,
4129,131207611,,company,2026-08-18 03:38:17.304061+00,
4130,090919476,,company,2026-08-18 03:38:17.304061+00,
4131,009468099,,company,2026-08-18 03:38:17.304061+00,
4132,130618683,,company,2026-08-18 03:38:17.304061+00,
4133,060397177,,company,2026-08-18 03:38:17.304061+00,
4134,083254308,,company,2026-08-18 03:38:17.304061+00,
4135,612267857,,company,2026-08-18 03:38:17.304061+00,
4136,681662224,,company,2026-08-18 03:38:17.304061+00,
